店舗:,愛知県エデン
日付,時間,出勤数,待機
2023-05-16,07:13,1,1
2023-05-16,08:13,1,1
2023-05-16,10:15,15,1
2023-05-16,11:33,15,3
2023-05-16,12:15,15,2
2023-05-16,13:17,15,2
2023-05-16,14:13,15,2
2023-05-16,15:18,13,5
2023-05-16,16:13,13,4
2023-05-16,17:18,13,10
2023-05-16,18:14,13,11
2023-05-16,19:15,12,10
2023-05-16,20:11,10,7
2023-05-16,21:31,10,5
2023-05-16,22:17,9,4
2023-05-16,23:13,9,5
2023-05-17,00:14,9,9
2023-05-17,01:18,6,6
2023-05-17,02:12,5,5
2023-05-17,03:17,4,4
2023-05-17,04:11,3,3
2023-05-17,05:15,1,1
2023-05-17,06:12,1,1
2023-05-17,07:13,1,1
2023-05-17,08:13,1,1
2023-05-17,10:16,17,1
